Task,who id,what id,Related association,Due date,Task sub type,description,Status,Priority
task 1802,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1803,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1804,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1805,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1806,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1807,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1808,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1809,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1810,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1811,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1812,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1813,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1814,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1815,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1816,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1817,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1818,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1819,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1820,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1821,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1822,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1823,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1824,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1825,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1826,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1827,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1828,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1829,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1830,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1831,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1832,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1833,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1834,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1835,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1836,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1837,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1838,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1839,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1840,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1841,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1842,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1843,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1844,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1845,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1846,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1847,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1848,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1849,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1850,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1851,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1852,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1853,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1854,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1855,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1856,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1857,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1858,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1859,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1860,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1861,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1862,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1863,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1864,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1865,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1866,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1867,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1868,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1869,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1870,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1871,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1872,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1873,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1874,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1875,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1876,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1877,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1878,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1879,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1880,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1881,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1882,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1883,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1884,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1885,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1886,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1887,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1888,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1889,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1890,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1891,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1892,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1893,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1894,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1895,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1896,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1897,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1898,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1899,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1900,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1901,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1902,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1903,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1904,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1905,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1906,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1907,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1908,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1909,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1910,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1911,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1912,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1913,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1914,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1915,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1916,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1917,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1918,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1919,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1920,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1921,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1922,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1923,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1924,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1925,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1926,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1927,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1928,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1929,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1930,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1931,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1932,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1933,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
